Time,X,Y
0.72,2.652498957586977,0.5097469575869766
0.725,2.670919089236887,0.49272846423688677
0.73,2.6893392208867963,0.4754647208867966
0.735,2.707759352536706,0.45795572753670566
0.74,2.7261794841866154,0.4402014841866153
0.745,2.744599615836525,0.42220199083652465
0.75,2.7630197474864344,0.40395724748643413
0.755,2.781439879136344,0.38546725413634375
0.76,2.799860010786254,0.3667320107862535
0.765,2.8182801424361634,0.3477515174361634
0.77,2.836700274086073,0.328525774086073
0.775,2.8551204057359825,0.3090547807359818
0.78,2.873540537385892,0.28933853738589166
0.785,2.8919606690358015,0.2693770440358012
0.79,2.910380800685711,0.24917030068571044
0.795,2.9288009323356206,0.22871830733561982
0.8,2.9472210639855305,0.20802106398552977
0.805,2.96564119563544,0.18707857063543942
0.81,2.9840613272853496,0.16589082728534876
0.8150000000000001,3.002481458935259,0.14445783393525868
0.8200000000000001,3.0209015905851686,0.12277959058516785
0.8250000000000001,3.039321722235078,0.10085609723507716
0.8300000000000001,3.0577418538849876,0.07868735388498704
0.835,3.076161985534897,0.056273360534897066
0.84,3.0945821171848067,0.03361411718480678
0.845,3.113002248834716,0.010709623834716187
